Movie_Title,Genre,Year,Budget_Million,Box_Office_Million,IMDb_Rating,Director,Main_Actor,Runtime_Minutes
Movie 1382,Thriller,1999,103,657,6.7,Quentin Tarantino,Scarlett Johansson,154
Movie 1383,Documentary,2007,199,447,7.3,James Cameron,Tom Hanks,78
Movie 1384,Action,2002,221,720,9.2,Wes Anderson,Tom Hanks,125
Movie 1385,Thriller,2009,198,888,5.2,Jordan Peele,Christian Bale,159
Movie 1386,Sci-Fi,1982,235,204,4.9,Steven Spielberg,Emma Stone,124
Movie 1387,Horror,2017,25,638,6.6,Quentin Tarantino,Emma Stone,153
Movie 1388,Animation,2023,100,874,6.9,Jordan Peele,Robert Downey Jr.,106
Movie 1389,Documentary,1998,242,687,8.0,Sofia Coppola,Denzel Washington,146
Movie 1390,Comedy,1999,78,395,4.3,Greta Gerwig,Tom Hanks,81
Movie 1391,Action,2003,59,723,5.4,Martin Scorsese,Brad Pitt,101
Movie 1392,Romance,2019,214,222,7.1,Quentin Tarantino,Leonardo DiCaprio,142
Movie 1393,Horror,1985,16,315,5.1,Jordan Peele,Tom Hanks,125
Movie 1394,Comedy,2009,271,632,3.7,Jordan Peele,Brad Pitt,125
Movie 1395,Sci-Fi,2008,270,849,6.1,Christopher Nolan,Emma Stone,87
Movie 1396,Romance,1995,13,143,5.6,Jordan Peele,Emma Stone,81
Movie 1397,Animation,1999,152,472,8.9,Wes Anderson,Robert Downey Jr.,97
Movie 1398,Horror,2009,100,708,8.9,Denis Villeneuve,Scarlett Johansson,95
Movie 1399,Action,2019,267,666,3.9,Greta Gerwig,Leonardo DiCaprio,102
Movie 1400,Romance,1985,221,959,5.0,James Cameron,Meryl Streep,117
Movie 1401,Romance,2013,181,864,6.3,Jordan Peele,Leonardo DiCaprio,104
Movie 1402,Thriller,2015,163,364,3.8,Christopher Nolan,Christian Bale,102
Movie 1403,Sci-Fi,2021,89,793,4.3,Sofia Coppola,Christian Bale,91
Movie 1404,Sci-Fi,1994,22,629,6.9,James Cameron,Tom Hanks,129
Movie 1405,Romance,2007,176,472,6.7,Quentin Tarantino,Robert Downey Jr.,100
Movie 1406,Sci-Fi,1982,246,94,3.6,Christopher Nolan,Denzel Washington,87
Movie 1407,Comedy,2008,273,942,6.5,Quentin Tarantino,Christian Bale,83
Movie 1408,Sci-Fi,1986,113,802,8.9,Sofia Coppola,Emma Stone,124
Movie 1409,Action,1987,96,644,7.5,Wes Anderson,Denzel Washington,93
Movie 1410,Romance,1991,29,628,6.4,Jordan Peele,Scarlett Johansson,178
Movie 1411,Action,2005,81,215,9.5,Steven Spielberg,Emma Stone,109
Movie 1412,Comedy,1985,268,257,3.8,Jordan Peele,Robert Downey Jr.,147
Movie 1413,Thriller,1997,68,872,8.3,Sofia Coppola,Scarlett Johansson,138
Movie 1414,Thriller,1997,176,153,5.1,Greta Gerwig,Denzel Washington,155
Movie 1415,Animation,2017,249,45,6.3,Steven Spielberg,Meryl Streep,146
Movie 1416,Animation,1988,5,770,7.8,James Cameron,Meryl Streep,118
Movie 1417,Drama,2006,21,675,8.5,Denis Villeneuve,Christian Bale,126
Movie 1418,Comedy,1990,231,630,6.7,Jordan Peele,Denzel Washington,115
Movie 1419,Sci-Fi,2000,6,192,9.0,Jordan Peele,Natalie Portman,122
Movie 1420,Horror,1994,173,570,4.6,Quentin Tarantino,Robert Downey Jr.,145
Movie 1421,Drama,2011,3,992,5.8,Martin Scorsese,Leonardo DiCaprio,113
Movie 1422,Drama,1990,77,980,6.0,Martin Scorsese,Emma Stone,123
Movie 1423,Romance,1986,189,39,6.4,Quentin Tarantino,Emma Stone,120
Movie 1424,Drama,1996,112,237,4.6,Wes Anderson,Tom Hanks,115
Movie 1425,Sci-Fi,2021,275,10,5.0,Christopher Nolan,Natalie Portman,147
Movie 1426,Drama,2016,271,344,9.3,Steven Spielberg,Christian Bale,90
Movie 1427,Horror,1989,14,483,7.4,Christopher Nolan,Brad Pitt,176
Movie 1428,Romance,2019,36,753,7.6,Greta Gerwig,Brad Pitt,97
Movie 1429,Comedy,2021,237,306,7.5,Greta Gerwig,Denzel Washington,156
Movie 1430,Romance,1993,103,595,6.5,Steven Spielberg,Christian Bale,105
Movie 1431,Drama,1992,111,366,9.1,Quentin Tarantino,Robert Downey Jr.,91
Movie 1432,Sci-Fi,2022,153,603,8.7,Steven Spielberg,Leonardo DiCaprio,151
Movie 1433,Thriller,2000,20,509,7.4,Jordan Peele,Natalie Portman,155
Movie 1434,Romance,2020,212,896,4.4,Wes Anderson,Christian Bale,101
Movie 1435,Action,1990,30,269,6.9,Greta Gerwig,Scarlett Johansson,75
Movie 1436,Comedy,2003,249,271,6.3,Martin Scorsese,Denzel Washington,79
Movie 1437,Drama,2007,47,757,6.5,Denis Villeneuve,Leonardo DiCaprio,97
Movie 1438,Animation,1997,182,726,4.0,Wes Anderson,Emma Stone,139
Movie 1439,Comedy,2001,258,309,3.6,Denis Villeneuve,Scarlett Johansson,155
Movie 1440,Drama,1997,67,749,6.0,Sofia Coppola,Emma Stone,107
Movie 1441,Horror,1994,4,753,8.4,Wes Anderson,Natalie Portman,169
Movie 1442,Drama,1991,21,760,3.9,Denis Villeneuve,Christian Bale,124
Movie 1443,Action,1996,235,775,8.6,Steven Spielberg,Denzel Washington,101
Movie 1444,Horror,1994,63,884,3.8,Christopher Nolan,Scarlett Johansson,129
Movie 1445,Horror,2016,225,6,7.4,Jordan Peele,Christian Bale,115
Movie 1446,Sci-Fi,2012,33,449,9.1,James Cameron,Christian Bale,85
Movie 1447,Romance,2007,31,227,7.2,Denis Villeneuve,Tom Hanks,96
Movie 1448,Comedy,2010,115,619,3.6,Quentin Tarantino,Leonardo DiCaprio,168
Movie 1449,Thriller,2005,201,343,7.6,Christopher Nolan,Robert Downey Jr.,155
Movie 1450,Drama,2017,283,792,3.8,Denis Villeneuve,Emma Stone,175
Movie 1451,Drama,2014,43,636,5.6,Quentin Tarantino,Emma Stone,76
Movie 1452,Horror,2007,169,607,7.7,Martin Scorsese,Denzel Washington,102
Movie 1453,Romance,2019,88,493,6.4,Denis Villeneuve,Natalie Portman,97
Movie 1454,Drama,1984,98,167,5.1,Martin Scorsese,Brad Pitt,109
Movie 1455,Drama,1996,173,422,8.2,Steven Spielberg,Meryl Streep,134
Movie 1456,Thriller,2012,43,641,4.3,Wes Anderson,Scarlett Johansson,131
Movie 1457,Drama,2021,199,611,8.9,Martin Scorsese,Denzel Washington,139
Movie 1458,Comedy,1981,72,600,4.5,Martin Scorsese,Meryl Streep,117
Movie 1459,Drama,1983,101,743,6.8,Steven Spielberg,Emma Stone,158
Movie 1460,Romance,1989,101,352,3.9,Denis Villeneuve,Emma Stone,158
Movie 1461,Action,2021,69,540,5.1,Steven Spielberg,Natalie Portman,163
Movie 1462,Sci-Fi,2009,121,868,5.9,Greta Gerwig,Meryl Streep,151
Movie 1463,Animation,2023,88,203,5.7,Martin Scorsese,Tom Hanks,106
Movie 1464,Action,1997,27,590,5.0,Wes Anderson,Natalie Portman,161
Movie 1465,Drama,1988,298,27,9.2,Greta Gerwig,Tom Hanks,158
Movie 1466,Horror,2016,221,933,6.3,Christopher Nolan,Christian Bale,104
Movie 1467,Animation,1983,173,575,9.0,Christopher Nolan,Denzel Washington,170
Movie 1468,Horror,1982,86,719,9.3,Martin Scorsese,Natalie Portman,139
Movie 1469,Sci-Fi,1993,68,334,6.8,Jordan Peele,Natalie Portman,121
Movie 1470,Animation,2016,98,609,7.5,Steven Spielberg,Natalie Portman,140
Movie 1471,Horror,2021,279,942,8.5,James Cameron,Denzel Washington,137
Movie 1472,Animation,1990,94,278,6.4,Quentin Tarantino,Scarlett Johansson,92
Movie 1473,Romance,2005,266,105,8.9,Steven Spielberg,Christian Bale,169
Movie 1474,Documentary,2015,19,352,9.5,Steven Spielberg,Christian Bale,117
Movie 1475,Sci-Fi,2010,254,139,7.8,Christopher Nolan,Natalie Portman,111
Movie 1476,Romance,1984,223,968,7.3,Steven Spielberg,Robert Downey Jr.,149
Movie 1477,Documentary,2011,210,617,6.6,Jordan Peele,Natalie Portman,102
Movie 1478,Sci-Fi,1986,45,80,3.8,Jordan Peele,Robert Downey Jr.,154
Movie 1479,Romance,2002,197,361,3.6,Wes Anderson,Robert Downey Jr.,147
Movie 1480,Horror,2018,33,980,6.0,Jordan Peele,Denzel Washington,94
Movie 1481,Horror,2016,251,997,7.2,Jordan Peele,Christian Bale,152
Movie 1482,Romance,2021,35,439,6.5,Jordan Peele,Emma Stone,152
Movie 1483,Horror,1993,89,350,7.0,Jordan Peele,Leonardo DiCaprio,147
Movie 1484,Sci-Fi,2006,177,957,7.3,Denis Villeneuve,Meryl Streep,139
Movie 1485,Action,1996,50,304,8.0,James Cameron,Emma Stone,125
Movie 1486,Sci-Fi,2012,65,612,8.7,Wes Anderson,Tom Hanks,131
Movie 1487,Horror,2018,279,619,8.5,Steven Spielberg,Meryl Streep,133
Movie 1488,Documentary,1991,127,416,5.3,Denis Villeneuve,Brad Pitt,136
Movie 1489,Animation,2023,144,899,4.5,Quentin Tarantino,Christian Bale,151
Movie 1490,Drama,2010,153,114,6.8,Christopher Nolan,Tom Hanks,98
Movie 1491,Drama,2018,201,470,7.5,Christopher Nolan,Meryl Streep,84
Movie 1492,Drama,1994,298,912,6.4,Wes Anderson,Leonardo DiCaprio,143
Movie 1493,Romance,1980,92,913,6.5,Denis Villeneuve,Brad Pitt,169
Movie 1494,Thriller,2015,276,945,7.6,Wes Anderson,Tom Hanks,143
Movie 1495,Romance,1987,224,805,5.1,Steven Spielberg,Christian Bale,85
Movie 1496,Thriller,2004,97,103,9.0,James Cameron,Christian Bale,98
Movie 1497,Romance,1983,175,962,4.5,Greta Gerwig,Natalie Portman,141
Movie 1498,Romance,2002,165,423,6.7,Quentin Tarantino,Tom Hanks,160
Movie 1499,Documentary,1980,133,961,6.7,Quentin Tarantino,Christian Bale,150
Movie 1500,Action,1992,162,863,3.9,Martin Scorsese,Emma Stone,77
Movie 1501,Documentary,2004,172,923,4.3,Martin Scorsese,Robert Downey Jr.,75
Movie 1502,Documentary,2005,32,760,4.5,Quentin Tarantino,Christian Bale,91
Movie 1503,Thriller,2010,283,110,5.0,Wes Anderson,Tom Hanks,128
Movie 1504,Comedy,2007,268,442,4.6,Steven Spielberg,Denzel Washington,108
Movie 1505,Action,2015,26,534,3.9,Denis Villeneuve,Brad Pitt,148
Movie 1506,Action,2003,196,217,4.2,Christopher Nolan,Natalie Portman,110
Movie 1507,Comedy,2007,293,20,8.4,Christopher Nolan,Denzel Washington,88
Movie 1508,Sci-Fi,1987,170,651,7.5,Jordan Peele,Christian Bale,110
Movie 1509,Thriller,2002,258,809,5.9,Wes Anderson,Brad Pitt,125
Movie 1510,Romance,2003,228,744,4.5,Jordan Peele,Emma Stone,111
Movie 1511,Sci-Fi,2017,211,77,5.7,James Cameron,Natalie Portman,80
Movie 1512,Action,1982,297,923,5.6,Jordan Peele,Tom Hanks,125
Movie 1513,Sci-Fi,2003,272,825,8.4,Christopher Nolan,Leonardo DiCaprio,133
Movie 1514,Horror,2022,222,904,7.9,Wes Anderson,Natalie Portman,105
Movie 1515,Drama,1983,186,743,5.1,Wes Anderson,Robert Downey Jr.,138
Movie 1516,Horror,1981,184,42,4.2,Steven Spielberg,Denzel Washington,128
Movie 1517,Romance,2001,197,377,4.7,Greta Gerwig,Leonardo DiCaprio,120
Movie 1518,Comedy,2020,5,154,7.8,Steven Spielberg,Meryl Streep,76
Movie 1519,Action,2016,266,925,6.4,Sofia Coppola,Meryl Streep,89
Movie 1520,Drama,2015,42,787,6.2,Denis Villeneuve,Leonardo DiCaprio,102
Movie 1521,Documentary,1986,96,199,4.2,Wes Anderson,Denzel Washington,155
Movie 1522,Horror,1993,273,974,7.9,Steven Spielberg,Brad Pitt,147
Movie 1523,Horror,2004,156,428,4.6,Martin Scorsese,Emma Stone,111
Movie 1524,Action,2016,283,862,4.5,Greta Gerwig,Emma Stone,178
Movie 1525,Animation,2002,141,689,5.3,Quentin Tarantino,Denzel Washington,76
Movie 1526,Romance,1987,207,692,4.4,Jordan Peele,Scarlett Johansson,142
Movie 1527,Documentary,2009,238,582,4.7,Denis Villeneuve,Leonardo DiCaprio,84
Movie 1528,Sci-Fi,1994,221,332,5.8,Jordan Peele,Robert Downey Jr.,118
Movie 1529,Romance,1980,280,603,4.0,Quentin Tarantino,Meryl Streep,120
Movie 1530,Action,2013,124,937,9.5,Denis Villeneuve,Tom Hanks,163
Movie 1531,Action,1986,197,35,5.9,Jordan Peele,Brad Pitt,125
Movie 1532,Drama,1986,271,604,4.1,Steven Spielberg,Tom Hanks,163
Movie 1533,Action,2003,198,504,6.2,Quentin Tarantino,Scarlett Johansson,94
Movie 1534,Horror,1982,41,909,5.4,Martin Scorsese,Brad Pitt,164
Movie 1535,Drama,1995,202,469,7.2,James Cameron,Leonardo DiCaprio,128
Movie 1536,Action,1983,34,909,9.0,Greta Gerwig,Scarlett Johansson,175
Movie 1537,Thriller,1980,113,900,4.8,Steven Spielberg,Brad Pitt,77
Movie 1538,Documentary,2011,273,820,3.9,Quentin Tarantino,Robert Downey Jr.,165
Movie 1539,Comedy,1991,284,75,7.7,Greta Gerwig,Robert Downey Jr.,104
Movie 1540,Drama,1985,37,866,4.8,Steven Spielberg,Natalie Portman,177
Movie 1541,Sci-Fi,2007,236,271,5.2,Martin Scorsese,Scarlett Johansson,178
Movie 1542,Comedy,1996,236,40,9.4,James Cameron,Natalie Portman,115
Movie 1543,Romance,2013,297,510,6.5,Jordan Peele,Leonardo DiCaprio,145
Movie 1544,Documentary,2017,40,585,6.7,Sofia Coppola,Christian Bale,145
Movie 1545,Documentary,1994,209,446,6.5,Wes Anderson,Scarlett Johansson,163
Movie 1546,Horror,1986,299,819,3.7,Denis Villeneuve,Leonardo DiCaprio,139
Movie 1547,Romance,2006,54,714,5.7,Jordan Peele,Natalie Portman,110
Movie 1548,Drama,1990,16,980,7.6,Jordan Peele,Denzel Washington,109
Movie 1549,Sci-Fi,2021,206,541,8.6,Denis Villeneuve,Tom Hanks,123
Movie 1550,Animation,2011,49,713,6.5,Quentin Tarantino,Scarlett Johansson,139
Movie 1551,Documentary,1994,67,750,8.4,Jordan Peele,Leonardo DiCaprio,152
Movie 1552,Animation,1980,289,268,6.0,Sofia Coppola,Leonardo DiCaprio,148
Movie 1553,Comedy,2023,131,298,9.4,Sofia Coppola,Denzel Washington,140
Movie 1554,Drama,1990,103,219,5.4,James Cameron,Meryl Streep,151
Movie 1555,Drama,1996,30,621,8.7,Christopher Nolan,Tom Hanks,124
Movie 1556,Romance,2003,286,526,8.6,Wes Anderson,Christian Bale,87
Movie 1557,Romance,2023,232,221,9.1,Christopher Nolan,Leonardo DiCaprio,110
Movie 1558,Horror,2007,244,390,7.0,Steven Spielberg,Scarlett Johansson,129
Movie 1559,Action,2000,218,563,4.7,Christopher Nolan,Natalie Portman,173
Movie 1560,Thriller,1990,280,874,6.7,Wes Anderson,Tom Hanks,135
Movie 1561,Comedy,1997,51,887,5.9,Steven Spielberg,Emma Stone,173
Movie 1562,Romance,1983,20,883,8.5,Greta Gerwig,Leonardo DiCaprio,155
Movie 1563,Documentary,1982,153,858,5.6,Denis Villeneuve,Natalie Portman,86
Movie 1564,Horror,2009,175,478,7.9,Wes Anderson,Natalie Portman,116
Movie 1565,Thriller,2003,97,558,6.0,Steven Spielberg,Tom Hanks,99
Movie 1566,Comedy,1994,261,17,9.2,Steven Spielberg,Tom Hanks,143
Movie 1567,Horror,2009,211,685,7.7,Sofia Coppola,Scarlett Johansson,91
Movie 1568,Animation,2023,239,206,8.6,Sofia Coppola,Scarlett Johansson,156
Movie 1569,Documentary,2015,202,509,7.6,Wes Anderson,Denzel Washington,89
Movie 1570,Comedy,2004,180,451,8.2,Greta Gerwig,Natalie Portman,121
Movie 1571,Drama,1998,169,770,9.2,Steven Spielberg,Christian Bale,137
Movie 1572,Documentary,1995,267,17,4.8,Greta Gerwig,Robert Downey Jr.,103
Movie 1573,Drama,2004,242,392,6.0,Wes Anderson,Meryl Streep,78
Movie 1574,Thriller,1990,248,796,7.1,James Cameron,Natalie Portman,118
Movie 1575,Documentary,1989,292,928,8.3,James Cameron,Leonardo DiCaprio,171
Movie 1576,Thriller,1980,128,951,5.9,Wes Anderson,Natalie Portman,114
Movie 1577,Thriller,2015,35,232,9.2,Sofia Coppola,Robert Downey Jr.,112
Movie 1578,Romance,2010,20,938,4.5,Jordan Peele,Robert Downey Jr.,170
Movie 1579,Horror,1986,97,839,5.5,James Cameron,Scarlett Johansson,147
Movie 1580,Drama,2019,285,759,9.2,Denis Villeneuve,Natalie Portman,151
Movie 1581,Documentary,2001,188,39,5.7,Steven Spielberg,Denzel Washington,176
Movie 1582,Horror,1982,123,555,9.5,Greta Gerwig,Emma Stone,82
Movie 1583,Drama,1994,243,617,4.4,Sofia Coppola,Emma Stone,123
Movie 1584,Documentary,2011,218,778,6.6,James Cameron,Christian Bale,148
Movie 1585,Action,1981,115,23,8.1,James Cameron,Scarlett Johansson,100
Movie 1586,Documentary,1983,158,805,4.9,Wes Anderson,Natalie Portman,112
Movie 1587,Documentary,2022,170,628,5.5,Quentin Tarantino,Meryl Streep,160
Movie 1588,Documentary,1985,171,469,6.1,Christopher Nolan,Natalie Portman,94
Movie 1589,Sci-Fi,1989,282,905,3.7,Christopher Nolan,Denzel Washington,81
Movie 1590,Documentary,2020,21,831,5.6,Sofia Coppola,Robert Downey Jr.,145
Movie 1591,Animation,1985,233,906,5.2,Christopher Nolan,Christian Bale,81
Movie 1592,Animation,1981,103,315,7.2,Christopher Nolan,Christian Bale,171
Movie 1593,Drama,1993,12,426,9.1,Wes Anderson,Tom Hanks,98
Movie 1594,Drama,2011,115,286,7.9,Denis Villeneuve,Robert Downey Jr.,110
Movie 1595,Action,2007,66,778,9.2,Denis Villeneuve,Tom Hanks,119
Movie 1596,Thriller,2001,39,731,7.6,Martin Scorsese,Christian Bale,116
Movie 1597,Thriller,1980,267,991,9.3,James Cameron,Leonardo DiCaprio,133
Movie 1598,Horror,2018,9,700,5.4,Steven Spielberg,Brad Pitt,99
Movie 1599,Animation,2003,183,604,5.3,Wes Anderson,Tom Hanks,113
Movie 1600,Action,2015,82,134,6.5,Steven Spielberg,Denzel Washington,131
Movie 1601,Animation,1994,225,367,4.7,Sofia Coppola,Christian Bale,128
Movie 1602,Horror,2018,18,767,4.9,Jordan Peele,Scarlett Johansson,175
Movie 1603,Sci-Fi,2011,62,639,4.2,Greta Gerwig,Natalie Portman,90
Movie 1604,Action,2008,259,283,8.2,Sofia Coppola,Emma Stone,168
Movie 1605,Sci-Fi,1998,90,830,4.2,Steven Spielberg,Natalie Portman,165
Movie 1606,Horror,1986,295,261,4.0,James Cameron,Natalie Portman,108
Movie 1607,Action,1994,96,144,8.1,Denis Villeneuve,Scarlett Johansson,119
Movie 1608,Animation,1983,160,278,6.4,Denis Villeneuve,Christian Bale,170
Movie 1609,Horror,1980,113,654,9.0,Quentin Tarantino,Tom Hanks,159
Movie 1610,Comedy,1994,33,971,4.0,Sofia Coppola,Robert Downey Jr.,159
Movie 1611,Horror,1996,170,249,8.2,Denis Villeneuve,Christian Bale,159
Movie 1612,Horror,1983,65,274,7.3,James Cameron,Natalie Portman,159
Movie 1613,Sci-Fi,2019,94,371,6.9,Wes Anderson,Scarlett Johansson,141
Movie 1614,Action,1980,259,88,7.8,James Cameron,Denzel Washington,163
Movie 1615,Comedy,2007,191,981,5.5,Sofia Coppola,Denzel Washington,92
Movie 1616,Documentary,2006,297,178,7.5,Denis Villeneuve,Meryl Streep,170
Movie 1617,Sci-Fi,2008,247,880,5.7,Greta Gerwig,Christian Bale,131
Movie 1618,Action,1986,210,306,5.5,James Cameron,Meryl Streep,98
Movie 1619,Documentary,2016,172,282,4.3,Jordan Peele,Natalie Portman,90
Movie 1620,Thriller,2023,152,385,6.3,James Cameron,Brad Pitt,92
Movie 1621,Romance,1990,94,89,9.3,Jordan Peele,Emma Stone,91
Movie 1622,Romance,2011,148,414,4.6,Christopher Nolan,Meryl Streep,153
Movie 1623,Romance,2012,214,58,7.8,James Cameron,Meryl Streep,112
Movie 1624,Sci-Fi,2019,230,496,8.3,Wes Anderson,Leonardo DiCaprio,174
Movie 1625,Horror,2023,148,719,7.3,Jordan Peele,Meryl Streep,149
Movie 1626,Action,2001,200,301,7.6,Denis Villeneuve,Meryl Streep,148
Movie 1627,Thriller,2016,119,748,4.0,Denis Villeneuve,Leonardo DiCaprio,129
Movie 1628,Action,1993,222,210,7.2,Wes Anderson,Scarlett Johansson,151
Movie 1629,Action,1990,11,84,4.4,James Cameron,Emma Stone,160
Movie 1630,Horror,1996,190,265,8.8,Sofia Coppola,Robert Downey Jr.,106
Movie 1631,Comedy,2012,96,528,6.3,Wes Anderson,Christian Bale,116
Movie 1632,Documentary,1995,130,976,7.5,James Cameron,Meryl Streep,115
Movie 1633,Horror,2007,165,223,5.7,Quentin Tarantino,Emma Stone,84
Movie 1634,Comedy,1991,3,347,3.9,James Cameron,Leonardo DiCaprio,121
Movie 1635,Horror,2001,18,570,3.7,Quentin Tarantino,Leonardo DiCaprio,166
Movie 1636,Comedy,2011,93,843,6.7,James Cameron,Tom Hanks,86
Movie 1637,Comedy,1991,161,977,7.9,Christopher Nolan,Natalie Portman,92
Movie 1638,Comedy,2004,84,356,5.2,Christopher Nolan,Brad Pitt,92
Movie 1639,Drama,1980,118,64,5.7,Christopher Nolan,Leonardo DiCaprio,85
Movie 1640,Drama,2002,70,876,4.7,Wes Anderson,Brad Pitt,115
Movie 1641,Drama,1994,126,102,6.0,Sofia Coppola,Meryl Streep,140
Movie 1642,Documentary,1996,284,998,8.3,Quentin Tarantino,Leonardo DiCaprio,116
Movie 1643,Drama,1988,64,277,3.6,Sofia Coppola,Robert Downey Jr.,169
Movie 1644,Drama,1999,195,135,6.3,Greta Gerwig,Denzel Washington,152
Movie 1645,Thriller,2019,282,69,6.0,Wes Anderson,Tom Hanks,115
Movie 1646,Documentary,1986,241,680,4.7,Jordan Peele,Tom Hanks,179
Movie 1647,Documentary,2001,120,496,5.9,Christopher Nolan,Leonardo DiCaprio,153
Movie 1648,Romance,2012,283,214,9.4,Martin Scorsese,Christian Bale,76
Movie 1649,Thriller,2007,209,943,4.4,Sofia Coppola,Robert Downey Jr.,161
Movie 1650,Romance,1990,275,422,9.3,Steven Spielberg,Meryl Streep,86
Movie 1651,Animation,1991,221,668,8.5,Jordan Peele,Emma Stone,151
Movie 1652,Comedy,1984,290,551,9.4,Quentin Tarantino,Scarlett Johansson,141
Movie 1653,Documentary,2016,233,405,6.4,Wes Anderson,Tom Hanks,104
Movie 1654,Action,1988,131,797,9.5,James Cameron,Christian Bale,152
Movie 1655,Sci-Fi,2009,295,953,7.2,Denis Villeneuve,Brad Pitt,85
Movie 1656,Action,2010,82,56,4.1,Quentin Tarantino,Emma Stone,178
Movie 1657,Action,1999,263,953,5.2,Christopher Nolan,Scarlett Johansson,143
Movie 1658,Thriller,2014,248,978,7.6,Quentin Tarantino,Tom Hanks,157
Movie 1659,Sci-Fi,1988,24,342,3.8,Wes Anderson,Tom Hanks,95
Movie 1660,Comedy,2015,15,722,5.6,Quentin Tarantino,Emma Stone,104
Movie 1661,Documentary,2020,159,56,4.5,Quentin Tarantino,Brad Pitt,106
Movie 1662,Drama,1987,150,304,5.1,Christopher Nolan,Meryl Streep,120
Movie 1663,Comedy,2001,107,82,5.9,Greta Gerwig,Brad Pitt,177
Movie 1664,Romance,1995,231,346,6.6,Jordan Peele,Tom Hanks,157
Movie 1665,Documentary,2005,111,515,8.4,James Cameron,Christian Bale,100
Movie 1666,Comedy,2015,230,765,7.0,Denis Villeneuve,Tom Hanks,145
Movie 1667,Sci-Fi,2012,153,741,6.6,Greta Gerwig,Brad Pitt,118
Movie 1668,Romance,2004,250,756,7.4,Denis Villeneuve,Robert Downey Jr.,80
Movie 1669,Sci-Fi,2011,204,633,8.8,James Cameron,Tom Hanks,174
Movie 1670,Horror,2007,290,566,4.5,Christopher Nolan,Christian Bale,162
Movie 1671,Animation,1990,207,722,6.9,Christopher Nolan,Brad Pitt,158
Movie 1672,Thriller,2017,193,385,8.3,Denis Villeneuve,Leonardo DiCaprio,84
Movie 1673,Romance,2019,146,751,6.5,Christopher Nolan,Emma Stone,103
Movie 1674,Horror,1989,73,304,7.0,Quentin Tarantino,Robert Downey Jr.,178
Movie 1675,Action,1991,264,71,4.1,Quentin Tarantino,Scarlett Johansson,80
Movie 1676,Comedy,1996,254,663,7.7,Wes Anderson,Natalie Portman,79
Movie 1677,Action,1996,295,688,7.3,Greta Gerwig,Leonardo DiCaprio,162
Movie 1678,Drama,1985,288,757,4.6,Sofia Coppola,Robert Downey Jr.,178
Movie 1679,Comedy,2004,74,808,8.3,Greta Gerwig,Emma Stone,143
Movie 1680,Animation,1992,257,937,5.0,Denis Villeneuve,Christian Bale,123
Movie 1681,Drama,2016,264,407,7.3,Martin Scorsese,Christian Bale,134
Movie 1682,Drama,2021,254,943,7.9,Denis Villeneuve,Christian Bale,116
Movie 1683,Documentary,1985,202,683,7.4,Jordan Peele,Emma Stone,124
Movie 1684,Sci-Fi,2010,216,306,3.6,Sofia Coppola,Denzel Washington,169
Movie 1685,Documentary,2008,40,264,5.9,Christopher Nolan,Christian Bale,153
Movie 1686,Horror,1986,289,49,4.0,Sofia Coppola,Christian Bale,137
Movie 1687,Drama,1981,224,981,6.6,James Cameron,Denzel Washington,134
Movie 1688,Horror,1984,237,32,7.1,Steven Spielberg,Denzel Washington,104
Movie 1689,Drama,1980,134,882,3.8,Jordan Peele,Brad Pitt,105
Movie 1690,Romance,2012,55,812,5.0,James Cameron,Emma Stone,120
Movie 1691,Thriller,1992,156,970,4.8,Christopher Nolan,Meryl Streep,123
Movie 1692,Animation,1981,160,588,8.5,Wes Anderson,Christian Bale,124
Movie 1693,Romance,1982,219,102,5.6,Sofia Coppola,Robert Downey Jr.,123
Movie 1694,Comedy,2016,230,501,6.4,Jordan Peele,Brad Pitt,176
Movie 1695,Animation,1982,65,540,7.5,Jordan Peele,Leonardo DiCaprio,160
Movie 1696,Animation,1982,55,523,7.6,Denis Villeneuve,Scarlett Johansson,155
Movie 1697,Animation,1995,175,67,7.1,Jordan Peele,Christian Bale,97
Movie 1698,Animation,2013,80,357,3.6,Christopher Nolan,Natalie Portman,147
Movie 1699,Thriller,1995,205,894,6.5,Denis Villeneuve,Meryl Streep,136
Movie 1700,Romance,1997,86,750,4.3,Quentin Tarantino,Leonardo DiCaprio,106
Movie 1701,Comedy,2014,106,514,3.6,Denis Villeneuve,Robert Downey Jr.,98
Movie 1702,Sci-Fi,2002,283,220,9.1,Quentin Tarantino,Denzel Washington,177
Movie 1703,Horror,1995,43,977,6.9,Denis Villeneuve,Emma Stone,135
Movie 1704,Romance,2010,281,17,9.2,Quentin Tarantino,Robert Downey Jr.,165
Movie 1705,Documentary,1999,294,191,8.6,Steven Spielberg,Christian Bale,96
Movie 1706,Animation,1993,205,94,7.1,Sofia Coppola,Leonardo DiCaprio,91
Movie 1707,Comedy,2005,157,537,7.3,Christopher Nolan,Denzel Washington,93
Movie 1708,Romance,1992,80,753,6.8,Christopher Nolan,Scarlett Johansson,92
Movie 1709,Thriller,1980,60,541,8.2,Jordan Peele,Meryl Streep,167
Movie 1710,Documentary,1996,29,772,8.7,Greta Gerwig,Leonardo DiCaprio,97
Movie 1711,Animation,1998,79,426,7.1,Martin Scorsese,Scarlett Johansson,160
Movie 1712,Horror,1999,295,997,7.0,Steven Spielberg,Meryl Streep,137
Movie 1713,Horror,2019,207,135,5.5,Wes Anderson,Meryl Streep,116
